ID,name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url
1029,Tree House Brewing Company,"https://www.glassdoor.com/Overview/Working-at-Tree-House-Brewing-EI_IE2178434.11,29.htm","Monson, MA",51 to 200 Employees,,Unknown,,,Unknown / Non-Applicable,http://www.treehousebrew.com/
1030,Mitchell Construction Group,,,,,,,,,
1031,RMS International Boston,"https://www.glassdoor.com/Overview/Working-at-RMS-International-EI_IE984433.11,28.htm","Manchester, United Kingdom",201 to 500 Employees,1974,Company - Private,Consumer Product Manufacturing,"RMS International UK Ltd. designs and distributes toys, craft, and stationery under the brand name including Grafix, Blocktech, GL, and Games Hub. It offers Christmas and social stationery products, including calendars, diaries, crackers, and Christmas greeting cards; children’s stationery and activity products; novelty items and play sets; paper products comprising sketch pads, note books, and address and practical books; durable products, such as hole punches, staplers, and desk organizers, as well as pens, tape, and paper clips; and arts and craft products consisting of paint brushes, paints, canvases, art sets, clays, and dough. The company was incorporated in 1974 and is based in Manchester, United Kingdom with additional offices in the the United States, Europe, Australia, Shanghai, and Hong Kong.",$25 to $100 million (USD),http://www.rmsint.com/
1032,"CubicPV,Inc","https://www.glassdoor.com/Overview/Working-at-1366-Technologies-EI_IE272161.11,28.htm","Bedford, MA",51 to 200 Employees,2007,Company - Private,Machinery Manufacturing,"At CubicPV, our goal is to accelerate the adoption of solar energy by bringing highly innovative technologies to market. These technologies will realize a solar future based on high efficiency, better use of materials and lower embodied carbon. With backing from Breakthrough Energy Ventures, First Solar, and Hunt Energy, CubicPV is leading a market transformation to powerful tandem solar modules and our inventions will underpin the next era of solar growth.",$5 to $25 million (USD),http://www.cubicpv.com/
1033,Country Bank for Savings,,,,,,,,,
1034,Beacon Communities LLC,"https://www.glassdoor.com/Overview/Working-at-Beacon-Communities-LLC-EI_IE294009.11,33.htm","Boston, MA",501 to 1000 Employees,1946,Company - Private,Real Estate,"Beacon is a privately owned real estate firm that develops, acquires, invests in, and manages a wide range of multi-family housing. Our portfolio includes affordable housing, market rate housing and mixed income-housing. Our developments range from new construction, to historic adaptive reuse, to the renovation of existing housing. We take on challenging developments and make them succeed. Our driving passion is to create well-designed, healthy homes that improve the quality of life of our residents and enhance the neighborhoods in which they are located.

Our team consists of more than 400 on-site professionals, expert in the language of our buildings, committed to our standards of excellence, and dedicated to the highest quality experience for all our residents.",$100 to $500 million (USD),http://www.beaconcommunitiesllc.com/
1035,Ally Global Logistics LLC,"https://www.glassdoor.com/Overview/Working-at-Ally-Global-Logistics-EI_IE1932457.11,32.htm","Norwell, MA",1 to 50 Employees,,Unknown,,,Less than $1 million (USD),http://www.allygloballogistics.com/
1036,VA Boston Healthcare System,"https://www.glassdoor.com/Overview/Working-at-VA-Boston-Healthcare-System-EI_IE1506702.11,38.htm","Boston, MA",201 to 500 Employees,,Hospital,Health Care Services & Hospitals,"VA Boston Healthcare System (VABHS) is the major tertiary referral center for veterans from throughout New England and is strongly affiliated with HMS and BUSM. VABHS provides the full spectrum of inpatient, residential, and outpatient medical-surgical and mental health services across three major campuses (Brockton, West Roxbury, & Jamaica Plain) and five community-based outpatient clinics. VABHS is the nation’s largest recipient of VA research funds and ranks among the top three VA facilities in total research funding. Major resources include leadership of the Million Veterans Program, the world’s largest genomic biorepository, National VA brain banks for traumatic brain injury and PTSD, the world’s largest biorepositories for both disorders, brain banks for Alzheimer disease and ALS, and access to 20 years of fully electronic records on 22 million veterans, presenting the opportunity to mine terabytes of data to influence patient care.",Unknown / Non-Applicable,http://www.boston.va.gov/
1037,"VDC Research Group, Inc.","https://www.glassdoor.com/Overview/Working-at-VDC-Research-EI_IE349437.11,23.htm","Southborough, MA",1 to 50 Employees,1971,Company - Private,Business Consulting,"VDC Research Group is a B2B technology market intelligence and consulting firm, delivering in-depth insights and strategies to vendors, technology decision makers, and investors across the globe since 1971. We have a reputation for producing great work for our clients while maintaining an outstanding work/life balance for every member of our team.",$1 to $5 million (USD),http://www.vdcresearch.com/
1038,Lakeside Book Company,"https://www.glassdoor.com/Overview/Working-at-Lakeside-Book-Company-EI_IE5583126.11,32.htm","Warrenville, IL",5001 to 10000 Employees,1864,Company - Private,Consumer Product Manufacturing,"In 1864, R.R. Donnelley started as a partner at a small printing company in Chicago. In the years that followed, he grew the company into one of the largest and most trusted printing service providers in the world.

As the decades passed, the company continuously expanded its services, and in 2016, LSC Communications was established to offer specialized solutions to publishers, brands, retailers, and merchandisers.

In 2020, Atlas Holdings acquired LSC Communications and created the Lakeside Book Company from the LSC Book division. Atlas operates a global family of manufacturing, distribution, service, and trading businesses. As a long-time printing and paper industry leader, Atlas is the ideal partner for Lakeside Book Company.",$500 million to $1 billion (USD),http://www.lakesidebookcompany.com/
1039,George P. Johnson,"https://www.glassdoor.com/Overview/Working-at-George-P-Johnson-EI_IE15301.11,27.htm","Auburn Hills, MI",501 to 1000 Employees,1914,Company - Private,Advertising & Public Relations,"GPJ is the #1 ranked global event and experience marketing agency, working with leading companies who are looking for innovative marketing solutions that motivate their audiences and activate their brands through live experiences.",$100 to $500 million (USD),http://www.gpj.com/
1040,Raw Seafoods,"https://www.glassdoor.com/Overview/Working-at-Raw-Seafoods-EI_IE1273254.11,23.htm","Fall River, MA",Unknown,,Company - Public,Food & Beverage Stores,,Unknown / Non-Applicable,https://www.rawseafoods.com/
1041,Grace Industries Inc.,,,,,,,,,
1042,Hearth & Home Technologies,"https://www.glassdoor.com/Overview/Working-at-Hearth-and-Home-Technologies-EI_IE18428.11,39.htm","Lakeville, MN",1001 to 5000 Employees,1996,Subsidiary or Business Segment,Consumer Product Manufacturing,"Hearth and Home Technologies® (HHT) is the world’s largest developer, manufacturer and supplier of fireplaces, stoves and hearth products.

Hearth and Home Technologies is headquartered in Lakeville, MN and is the world’s largest developer, manufacturer and supplier of fireplaces, stoves and hearth products. The company is a subsidiary of HNI Corporation (NYSE: HNI) and serves residential and commercial markets. HHT produces the industry’s best and most-recognized brands, including: Heat & Glo®, Heatilator®, Quadra-Fire®, Harman®, SimpliFire™, EcoChoice™ and PelPro™. The company also manages Fireside Hearth & Home™ retail stores and builder design centers.

There’s a reason we hold the most patents, awards and honors in the industry. Our innovative, knowledgeable and accountable members are why.

We are the Hearth Experts™.
We are Hearth & Home Technologies®.",$100 to $500 million (USD),http://www.hearthnhome.com/careers
1043,"Lighthouse Electric Company, Inc.","https://www.glassdoor.com/Overview/Working-at-Lighthouse-Electric-Company-EI_IE873131.11,38.htm","Canonsburg, PA",201 to 500 Employees,1984,Company - Private,General Repair & Maintenance,"Lighthouse Electric is a family owned and operated Electrical Contracting firm located approximately 20 miles south of Pittsburgh, PA. Throughout our history, we have grown to be one of the region’s largest and most well respected electrical contractors. We are constantly incorporating innovation into electrical and technology design & construction and have completed some of the most technically challenging projects in the Eastern United States.",$100 to $500 million (USD),http://www.lighthouseelectric.com/
